VendorNumber,Brand,Price,PurchasePrice,Total_Sales_Quantity,Total_Sale_Price,Total_Purchase_Quantity,Total_Purchase_Dollars,Total_Freight_Cost
1392,36351,13.99,9.65,1.0,13.99,2325892.0,15573917.9,79528.99
7153,20529,11.99,8.21,,,424427.0,3129071.59,15884.82
3664,8385,3499.99,2713.17,1.0,3499.99,302685.0,5960744.35,30234.420000000002
4950,19818,26.99,18.61,17.0,269.9,53090.0,316446.76,1610.0
10754,21699,3.49,2.39,268.0,213.9,553116.0,5665501.53,28720.52
8673,22768,23.99,15.99,204.0,1535.36,419822.0,3086650.7,15919.7
7153,24411,39.99,27.02,25.0,839.7900000000001,424427.0,3129071.59,15884.82
1590,23210,11.99,8.1,,,187841.0,1365472.83,7259.75
4692,24202,172.99,113.07,7.0,871.95,161002.0,1808146.33,9139.38
3960,2109,89.99,64.74,1071.0,71764.15999999999,5459788.0,50959796.85,257032.07
8352,2294,104.99,82.67,53.0,2729.74,283260.0,2051436.01,10261.6
4425,25461,149.99,96.77,3.0,299.98,2640411.0,27861690.02,144929.24
1128,1982,21.99,15.82,2491.0,35296.35,1006122.0,13529433.08,68601.68
9165,2230,49.99,37.59,507.0,16898.06,1077527.0,13210613.93,68054.7
1392,3288,22.99,16.66,4669.0,54630.78999999999,2325892.0,15573917.9,79528.99
8112,4621,15.99,11.1,,,427867.0,9472995.2,48347.26
9552,6879,0.99,0.74,20350.0,7789.32,1372841.0,10935817.3,55551.82
2561,2096,99.99,78.12,225.0,13598.64,62542.0,1882832.84,9654.5
9165,5370,349.99,255.47,3.0,1049.97,1077527.0,13210613.93,68054.7
7153,40220,7.99,5.51,48.0,45.95,424427.0,3129071.59,15884.82
9165,42741,13.99,9.08,12.0,13.99,1077527.0,13210613.93,68054.7
3252,21226,3.99,2.64,12.0,35.910000000000004,1858260.0,12289608.09,61966.91
10754,25158,16.99,10.06,491.0,5389.41,553116.0,5665501.53,28720.52
10754,25157,16.99,10.27,255.0,2488.36,553116.0,5665501.53,28720.52
9552,15367,26.99,17.87,125.0,2417.06,1372841.0,10935817.3,55551.82
10754,25162,49.99,32.89,155.0,5048.99,553116.0,5665501.53,28720.52
10754,25156,49.99,32.89,23.0,1049.79,553116.0,5665501.53,28720.52
4425,18645,35.99,23.99,6.0,35.99,2640411.0,27861690.02,144929.24
653,23798,19.99,10.38,158.0,1790.88,154092.0,1529682.04,8014.9800000000005
653,23799,19.99,10.66,140.0,1371.17,154092.0,1529682.04,8014.9800000000005
653,24777,14.99,8.66,94.0,974.25,154092.0,1529682.04,8014.9800000000005
9552,7017,34.99,25.59,649.0,15780.07,1372841.0,10935817.3,55551.82
2000,16683,18.99,12.92,1.0,18.99,406875.0,3740617.38,19016.59
8892,13341,24.99,13.24,847.0,9345.609999999999,352526.0,2252211.31,11595.97
9165,13978,34.99,23.8,709.0,16200.37,1077527.0,13210613.93,68054.7
3252,14690,13.99,6.84,2115.0,11632.45,1858260.0,12289608.09,61966.91
2000,23235,14.99,7.18,2037.0,12365.2,406875.0,3740617.38,19016.59
9815,23521,14.99,7.43,2266.0,14174.16,888385.0,5258636.79,27100.41
2000,23535,24.99,16.89,1380.0,9878.91,406875.0,3740617.38,19016.59
3252,23539,18.99,12.41,613.0,9426.089999999998,1858260.0,12289608.09,61966.91
8673,24297,10.99,7.43,1264.0,8184.58,419822.0,3086650.7,15919.7
2242,24357,21.99,12.24,2700.0,33161.719999999994,192642.0,1561444.63,7982.65
10754,24580,21.99,12.25,658.0,8625.609999999999,553116.0,5665501.53,28720.52
10754,24605,11.99,5.29,1488.0,5763.67,553116.0,5665501.53,28720.52
10754,24606,11.99,5.15,2143.0,7701.59,553116.0,5665501.53,28720.52
4425,24788,18.99,9.45,2204.0,18488.170000000002,2640411.0,27861690.02,144929.24
10754,24952,16.99,9.2,858.0,4412.45,553116.0,5665501.53,28720.52
1392,25021,13.99,7.28,8141.0,36502.04,2325892.0,15573917.9,79528.99
4425,25141,17.99,10.27,1441.0,14932.47,2640411.0,27861690.02,144929.24
2000,21601,14.49,9.92,25.0,275.31,406875.0,3740617.38,19016.59
2000,16054,44.99,29.79,2.0,44.99,406875.0,3740617.38,19016.59
4692,5327,19.99,15.99,7.0,39.98,161002.0,1808146.33,9139.38
9165,18767,14.99,10.27,42.0,464.69,1077527.0,13210613.93,68054.7
653,16762,10.99,7.53,46.0,216.81,154092.0,1529682.04,8014.9800000000005
4425,22703,34.99,23.33,19.0,244.93,2640411.0,27861690.02,144929.24
9165,24886,10.99,7.53,11.0,87.92,1077527.0,13210613.93,68054.7
4425,25206,89.99,60.8,40.0,1979.78,2640411.0,27861690.02,144929.24
9552,23921,29.99,19.6,75.0,329.89,1372841.0,10935817.3,55551.82
9552,10009,5.99,4.13,35.0,53.910000000000004,1372841.0,10935817.3,55551.82
4425,11437,15.99,10.73,540.0,5980.26,2640411.0,27861690.02,144929.24
5612,17998,10.49,6.99,,,267.0,1824.18,9.46
4425,10591,29.99,18.61,116.0,2015.31,2640411.0,27861690.02,144929.24
653,23795,19.99,10.8,855.0,7035.6,154092.0,1529682.04,8014.9800000000005
653,23796,14.99,8.84,734.0,4546.5,154092.0,1529682.04,8014.9800000000005
653,23801,19.99,10.66,492.0,4285.32,154092.0,1529682.04,8014.9800000000005
653,24782,19.99,10.95,623.0,5788.38,154092.0,1529682.04,8014.9800000000005
4425,25462,32.99,20.77,131.0,2287.3,2640411.0,27861690.02,144929.24
4425,25467,24.99,17.23,181.0,3073.77,2640411.0,27861690.02,144929.24
4425,25512,45.99,30.87,53.0,1701.63,2640411.0,27861690.02,144929.24
9552,39765,49.99,33.78,72.0,2499.5,1372841.0,10935817.3,55551.82
653,19925,11.99,8.21,12.0,11.99,154092.0,1529682.04,8014.9800000000005
4425,14133,7.99,5.51,41.0,63.92,2640411.0,27861690.02,144929.24
1128,4820,49.99,37.31,12.0,49.99,1006122.0,13529433.08,68601.68
653,24774,14.99,8.38,220.0,1493.8500000000001,154092.0,1529682.04,8014.9800000000005
653,24775,14.99,8.9,271.0,1727.67,154092.0,1529682.04,8014.9800000000005
3252,24817,18.99,13.1,738.0,9107.949999999999,1858260.0,12289608.09,61966.91
10754,42333,13.99,9.52,,,553116.0,5665501.53,28720.52
8892,16257,5.99,3.89,91.0,137.77,352526.0,2252211.31,11595.97
9552,20973,26.99,17.99,4.0,53.98,1372841.0,10935817.3,55551.82
9625,2880,15.99,11.02,573.0,5846.26,56860.0,361249.21,1933.19
4425,16072,6.99,4.6,4.0,6.99,2640411.0,27861690.02,144929.24
8892,7832,5.99,3.94,40.0,77.87,352526.0,2252211.31,11595.97
4425,14538,17.99,12.07,539.0,7231.98,2640411.0,27861690.02,144929.24
10754,17188,18.99,11.4,807.0,7272.829999999999,553116.0,5665501.53,28720.52
9744,18237,24.99,16.89,108.0,1899.2399999999998,70932.0,759449.24,3999.93
4425,25337,16.99,11.18,725.0,7628.509999999999,2640411.0,27861690.02,144929.24
4425,25535,18.99,12.25,230.0,3190.3199999999997,2640411.0,27861690.02,144929.24
9815,46664,2.99,1.94,24.0,5.98,888385.0,5258636.79,27100.41
1650,21489,18.99,12.74,43.0,130.92999999999998,3320.0,42554.340000000004,211.97
9165,34703,19.99,13.24,80.0,279.85999999999996,1077527.0,13210613.93,68054.7
9165,2715,49.99,39.99,620.0,22405.09,1077527.0,13210613.93,68054.7
4425,25319,12.99,8.6,150.0,1299.0,2640411.0,27861690.02,144929.24
4425,25513,19.99,13.79,110.0,1379.31,2640411.0,27861690.02,144929.24
4425,25514,49.99,33.78,180.0,3929.2200000000003,2640411.0,27861690.02,144929.24
4425,25562,69.99,45.75,119.0,4969.29,2640411.0,27861690.02,144929.24
4425,25563,32.99,21.56,181.0,2837.1400000000003,2640411.0,27861690.02,144929.24
9552,6862,29.99,20.73,286.0,6297.75,1372841.0,10935817.3,55551.82
4425,25564,99.99,67.11,35.0,2099.79,2640411.0,27861690.02,144929.24
9552,25689,8.99,6.03,624.0,2013.76,1372841.0,10935817.3,55551.82
9552,25690,17.99,11.68,375.0,2698.4999999999995,1372841.0,10935817.3,55551.82
9552,25691,10.99,7.33,623.0,2154.04,1372841.0,10935817.3,55551.82
9552,24486,18.99,12.49,155.0,2126.8799999999997,1372841.0,10935817.3,55551.82
90047,18394,16.99,10.96,1.0,16.99,26349.0,287189.9,1457.73
7153,23013,15.99,10.66,264.0,3120.05,424427.0,3129071.59,15884.82
9552,25482,14.99,9.93,161.0,1109.26,1372841.0,10935817.3,55551.82
9552,25484,17.99,11.99,297.0,2032.87,1372841.0,10935817.3,55551.82
9552,25496,17.99,12.24,334.0,2356.6899999999996,1372841.0,10935817.3,55551.82
9552,25497,19.99,12.98,204.0,1819.09,1372841.0,10935817.3,55551.82
653,8060,21.99,14.28,1.0,21.99,154092.0,1529682.04,8014.9800000000005
11567,2471,23.99,18.74,9.0,71.97,501284.0,4141720.71,20964.81
3960,3186,12.99,9.99,36.0,246.81,5459788.0,50959796.85,257032.07
10754,25200,12.99,8.78,403.0,3806.17,553116.0,5665501.53,28720.52
10754,25260,7.99,5.19,1235.0,4426.46,553116.0,5665501.53,28720.52
8004,441,49.99,37.31,148.0,6248.75,1417727.0,9916770.26,50293.62
10754,25194,16.99,11.48,328.0,4009.6399999999994,553116.0,5665501.53,28720.52
10754,25198,26.99,17.76,193.0,3886.56,553116.0,5665501.53,28720.52
10754,25199,12.99,8.38,171.0,1325.02,553116.0,5665501.53,28720.52
10754,25201,18.99,12.41,347.0,3722.0399999999995,553116.0,5665501.53,28720.52
10754,25254,12.99,8.44,221.0,2049.37,553116.0,5665501.53,28720.52
10754,25256,16.99,11.1,310.0,3058.2,553116.0,5665501.53,28720.52
10754,25258,12.99,8.72,316.0,2724.28,553116.0,5665501.53,28720.52
10754,25259,10.99,7.09,331.0,2307.9,553116.0,5665501.53,28720.52
10754,25196,27.99,18.54,36.0,895.68,553116.0,5665501.53,28720.52
10754,25197,149.99,99.33,245.0,4649.6900000000005,553116.0,5665501.53,28720.52
10754,25252,29.99,19.35,129.0,2039.32,553116.0,5665501.53,28720.52
10754,25253,15.99,10.52,185.0,2078.7,553116.0,5665501.53,28720.52
10754,25257,31.99,20.77,213.0,4163.62,553116.0,5665501.53,28720.52
2000,25588,29.99,20.26,3957.0,21784.44,406875.0,3740617.38,19016.59
10754,24406,22.99,15.64,82.0,942.5899999999999,553116.0,5665501.53,28720.52
6213,2482,99.99,78.73,1054.0,79331.25,215201.0,1888333.01,9621.58
10754,23966,13.99,9.52,45.0,153.89000000000001,553116.0,5665501.53,28720.52
10754,10706,8.99,6.12,52.0,98.89,553116.0,5665501.53,28720.52
12546,4295,7.99,5.75,1.0,7.99,2737165.0,24203151.05,123880.97
17035,290,49.99,39.05,874.0,55222.479999999996,1647558.0,24124091.56,123780.22
1003,42436,3.99,2.62,78.0,115.71000000000001,433.0,2071.9,10.53
1128,2039,48.99,38.88,84.0,489.90000000000003,1006122.0,13529433.08,68601.68
9165,2885,61.99,46.61,15.0,247.96,1077527.0,13210613.93,68054.7
9165,2887,61.99,46.26,15.0,247.96,1077527.0,13210613.93,68054.7
1392,4361,57.99,43.28,12.0,173.97,2325892.0,15573917.9,79528.99
1128,7195,45.99,34.84,12.0,91.98,1006122.0,13529433.08,68601.68
10754,25195,109.99,71.42,78.0,5939.46,553116.0,5665501.53,28720.52
1590,12268,7.99,5.22,21.0,88.9,187841.0,1365472.83,7259.75
4425,13867,13.99,8.66,122.0,265.81,2640411.0,27861690.02,144929.24
9165,12388,29.99,19.35,62.0,1585.48,1077527.0,13210613.93,68054.7
9165,24378,9.99,6.84,3298.0,6273.72,1077527.0,13210613.93,68054.7
4692,24665,27.99,19.3,1202.0,14442.839999999998,161002.0,1808146.33,9139.38
4692,24666,7.99,5.19,1211.0,4833.95,161002.0,1808146.33,9139.38
10754,24768,15.99,10.95,2243.0,15494.31,553116.0,5665501.53,28720.52
90024,24717,11.99,7.94,38.0,59.95,59428.0,548855.37,2802.64
90024,25120,14.99,9.73,35.0,119.92,59428.0,548855.37,2802.64
9165,25376,38.99,25.32,132.0,1148.57,1077527.0,13210613.93,68054.7
9165,25411,38.99,26.17,128.0,1590.31,1077527.0,13210613.93,68054.7
9815,25465,59.99,39.99,94.0,2819.53,888385.0,5258636.79,27100.41
9165,16961,65.99,38.7,74.0,1451.78,1077527.0,13210613.93,68054.7
10000,21367,29.99,20.4,166.0,3718.7599999999998,446119.0,3506668.63,17587.59
9819,24109,49.99,34.24,158.0,5298.9400000000005,497770.0,2978686.4,14836.57
9165,24897,27.99,18.91,240.0,4108.469999999999,1077527.0,13210613.93,68054.7
9552,18589,19.99,13.15,249.0,2398.7999999999997,1372841.0,10935817.3,55551.82
9552,22048,54.99,35.94,35.0,1374.75,1372841.0,10935817.3,55551.82
4425,24422,174.99,117.44,9.0,914.95,2640411.0,27861690.02,144929.24
9552,24670,69.99,47.61,75.0,2659.62,1372841.0,10935817.3,55551.82
4425,25458,22.99,15.03,102.0,1862.1899999999998,2640411.0,27861690.02,144929.24
17037,45840,24.99,16.33,24.0,49.98,5448.0,72055.3,358.03000000000003
9165,16646,36.99,24.18,89.0,776.7900000000001,1077527.0,13210613.93,68054.7
9552,23425,64.99,43.91,22.0,1169.82,1372841.0,10935817.3,55551.82
9552,24691,59.99,39.47,37.0,1919.69,1372841.0,10935817.3,55551.82
9552,24825,79.99,54.05,24.0,719.91,1372841.0,10935817.3,55551.82
4425,25459,32.99,21.42,31.0,890.73,2640411.0,27861690.02,144929.24
9165,6365,10.99,7.43,30.0,103.91,1077527.0,13210613.93,68054.7
9552,17706,8.99,6.12,24.0,18.98,1372841.0,10935817.3,55551.82
10754,17018,9.99,6.84,3.0,32.97,553116.0,5665501.53,28720.52
90047,18338,13.99,9.39,48.0,111.92,26349.0,287189.9,1457.73
2000,45293,6.99,4.69,13.0,86.89,406875.0,3740617.38,19016.59
653,25539,10.49,7.09,5501.0,18891.09,154092.0,1529682.04,8014.9800000000005
10754,24001,16.99,11.64,43.0,254.84999999999997,553116.0,5665501.53,28720.52
4425,25728,56.99,37.49,879.0,24679.72,2640411.0,27861690.02,144929.24
4425,25729,29.99,19.35,592.0,9146.949999999999,2640411.0,27861690.02,144929.24
9815,18450,12.99,8.72,24.0,12.99,888385.0,5258636.79,27100.41
2000,19228,21.99,14.37,24.0,43.98,406875.0,3740617.38,19016.59
4692,24664,9.99,6.62,841.0,2677.32,161002.0,1808146.33,9139.38
9744,24868,10.99,7.48,592.0,4472.08,70932.0,759449.24,3999.93
9744,26826,11.99,7.74,55.0,227.81,70932.0,759449.24,3999.93
7153,14190,8.99,6.16,27.0,43.96,424427.0,3129071.59,15884.82
7153,18384,9.99,6.66,12.0,9.99,424427.0,3129071.59,15884.82
4950,23982,15.99,10.45,12.0,15.99,53090.0,316446.76,1610.0
2000,35855,7.49,5.17,12.0,7.49,406875.0,3740617.38,19016.59
3252,8699,6.99,4.63,59.0,94.88,1858260.0,12289608.09,61966.91
90024,23934,17.99,11.91,12.0,17.99,59428.0,548855.37,2802.64
9744,25426,19.99,13.33,81.0,1199.3999999999999,70932.0,759449.24,3999.93
9165,24496,103.99,70.74,21.0,1247.8799999999999,1077527.0,13210613.93,68054.7
9165,25609,23.99,16.43,309.0,3643.1499999999996,1077527.0,13210613.93,68054.7
660,1864,39.99,30.76,175.0,5958.51,503931.0,3537977.55,17932.33
4425,17325,19.99,13.69,387.0,4277.86,2640411.0,27861690.02,144929.24
4425,17326,24.99,16.89,349.0,4898.04,2640411.0,27861690.02,144929.24
9744,19369,21.99,14.28,123.0,2448.96,70932.0,759449.24,3999.93
9744,20743,25.99,16.88,90.0,1417.4199999999998,70932.0,759449.24,3999.93
4425,22294,24.99,17.23,317.0,4648.139999999999,2640411.0,27861690.02,144929.24
9552,23157,25.99,17.21,103.0,1871.28,1372841.0,10935817.3,55551.82
9744,25427,41.99,27.62,153.0,4031.04,70932.0,759449.24,3999.93
4692,8580,15.99,12.59,6.0,63.96,161002.0,1808146.33,9139.38
9165,25741,39.99,25.8,32.0,239.94,1077527.0,13210613.93,68054.7
9744,25428,27.99,19.3,38.0,781.7099999999999,70932.0,759449.24,3999.93
4425,21250,14.99,9.73,12.0,14.99,2640411.0,27861690.02,144929.24
8352,8535,4.99,3.7,6540.0,16217.87,283260.0,2051436.01,10261.6
3924,8828,16.99,12.4,2886.0,29436.86,352348.0,2816661.94,14069.87
9165,24826,199.99,133.33,116.0,9399.53,1077527.0,13210613.93,68054.7
2000,10642,28.99,19.86,47.0,603.76,406875.0,3740617.38,19016.59
1392,21634,44.99,30.4,24.0,719.84,2325892.0,15573917.9,79528.99
7153,23015,24.99,16.89,189.0,2816.66,424427.0,3129071.59,15884.82
9165,24404,11.99,7.89,301.0,1798.5,1077527.0,13210613.93,68054.7
3252,24819,74.99,48.38,22.0,1049.86,1858260.0,12289608.09,61966.91
9165,24827,399.99,270.26,9.0,1599.96,1077527.0,13210613.93,68054.7
4425,25602,189.99,123.37,24.0,2469.87,2640411.0,27861690.02,144929.24
4425,25604,94.99,62.49,25.0,1804.81,2640411.0,27861690.02,144929.24
8673,32669,15.99,10.8,60.0,751.47,419822.0,3086650.7,15919.7
4425,25727,174.99,115.12,14.0,2099.88,2640411.0,27861690.02,144929.24
90047,23061,19.99,13.42,87.0,1219.3899999999999,26349.0,287189.9,1457.73
12546,2037,0.99,0.73,23480.0,5748.93,2737165.0,24203151.05,123880.97
8352,2847,39.99,28.56,1639.0,42216.119999999995,283260.0,2051436.01,10261.6
17035,6232,139.99,105.26,289.0,35107.29,1647558.0,24124091.56,123780.22
10754,25652,10.99,7.38,234.0,1919.41,553116.0,5665501.53,28720.52
10754,25653,29.99,19.73,147.0,3238.9199999999996,553116.0,5665501.53,28720.52
8892,15319,11.99,7.89,33.0,83.93,352526.0,2252211.31,11595.97
17037,12816,65.99,44.59,6.0,197.96999999999997,5448.0,72055.3,358.03000000000003
4425,18597,37.99,24.67,78.0,2279.4,2640411.0,27861690.02,144929.24
9552,24883,17.99,12.41,154.0,2228.79,1372841.0,10935817.3,55551.82
9552,24860,54.99,35.48,76.0,2804.4900000000002,1372841.0,10935817.3,55551.82
7153,21584,28.99,19.07,3.0,86.97,424427.0,3129071.59,15884.82
10754,24928,8.99,6.16,3711.0,14887.44,553116.0,5665501.53,28720.52
9552,16199,16.99,10.96,112.0,254.84999999999997,1372841.0,10935817.3,55551.82
7255,23498,10.99,7.58,17.0,120.89,16493.0,128895.69,648.71
5612,17675,6.29,4.14,1.0,5.79,267.0,1824.18,9.46
9165,3949,7499.99,5681.81,,,1077527.0,13210613.93,68054.7
8892,11149,17.99,11.76,977.0,10481.17,352526.0,2252211.31,11595.97
4425,15424,16.99,11.48,1067.0,7400.76,2640411.0,27861690.02,144929.24
4425,21178,13.99,9.03,743.0,8422.99,2640411.0,27861690.02,144929.24
9744,22421,12.99,8.72,1380.0,9173.56,70932.0,759449.24,3999.93
1392,24139,16.99,11.4,645.0,6373.73,2325892.0,15573917.9,79528.99
9744,24396,188.99,124.34,10.0,755.96,70932.0,759449.24,3999.93
9552,25210,21.99,14.28,1381.0,15816.259999999998,1372841.0,10935817.3,55551.82
9552,25216,14.99,9.67,950.0,3904.73,1372841.0,10935817.3,55551.82
90047,25236,17.99,12.24,763.0,8688.58,26349.0,287189.9,1457.73
9165,25527,149.99,101.34,28.0,2249.8500000000004,1077527.0,13210613.93,68054.7
9552,25544,11.99,7.94,807.0,4977.35,1372841.0,10935817.3,55551.82
9165,25584,29.99,19.99,571.0,3349.42,1077527.0,13210613.93,68054.7
2000,25594,24.99,16.12,364.0,4483.98,406875.0,3740617.38,19016.59
4425,25640,17.99,12.16,1089.0,3735.88,2640411.0,27861690.02,144929.24
516,40667,12.99,8.6,1616.0,12273.59,228103.0,1628866.68,8510.41
653,1120,15.99,12.49,24.0,31.98,154092.0,1529682.04,8014.9800000000005
9744,22433,75.99,49.99,22.0,759.9,70932.0,759449.24,3999.93
9815,26663,19.99,13.15,108.0,399.79999999999995,888385.0,5258636.79,27100.41
8004,407,49.99,39.36,17.0,749.85,1417727.0,9916770.26,50293.62
9165,15425,21.99,14.37,73.0,417.80999999999995,1077527.0,13210613.93,68054.7
7153,24065,10.99,7.53,8.0,32.97,424427.0,3129071.59,15884.82
7153,24066,10.99,7.18,9.0,43.96,424427.0,3129071.59,15884.82
10754,25748,21.99,14.47,43.0,175.92,553116.0,5665501.53,28720.52
10754,25749,18.99,12.74,6.0,18.99,553116.0,5665501.53,28720.52
90011,44221,15.99,10.88,20.0,79.95,5072.0,46940.17,238.60999999999999
9819,19739,11.99,7.99,24.0,119.9,497770.0,2978686.4,14836.57
9165,25528,119.99,79.46,31.0,2399.7999999999997,1077527.0,13210613.93,68054.7
7153,25445,19.99,13.51,481.0,6776.61,424427.0,3129071.59,15884.82
9552,16894,119.99,82.75,22.0,1559.87,1372841.0,10935817.3,55551.82
1128,27907,39.99,26.31,12.0,159.96,1006122.0,13529433.08,68601.68
17037,25537,16.99,11.4,2769.0,26062.659999999996,5448.0,72055.3,358.03000000000003
172662,4215,25.99,19.4,129.0,2702.96,1629.0,34708.03,178.34
4425,18599,17.99,12.16,24.0,17.99,2640411.0,27861690.02,144929.24
172662,2872,31.99,23.87,309.0,7293.719999999999,1629.0,34708.03,178.34
172662,3632,28.49,21.58,452.0,8205.119999999999,1629.0,34708.03,178.34
2000,24751,15.99,10.73,12.0,15.99,406875.0,3740617.38,19016.59
8673,13344,5.29,3.57,1.0,5.29,419822.0,3086650.7,15919.7
9552,24222,14.99,9.67,49.0,209.86,1372841.0,10935817.3,55551.82
8004,1210,34.99,27.34,267.0,3254.07,1417727.0,9916770.26,50293.62
9206,2680,59.99,43.79,568.0,24160.38,40054.0,430945.89,2211.83
9552,2720,11.99,9.52,1204.0,7695.01,1372841.0,10935817.3,55551.82
9206,2729,24.99,19.99,1421.0,21463.519999999997,40054.0,430945.89,2211.83
3252,7680,24.99,19.68,1104.0,15047.98,1858260.0,12289608.09,61966.91
9552,23215,16.99,11.18,51.0,404.75,1372841.0,10935817.3,55551.82
8112,43785,36.99,24.34,6.0,36.99,427867.0,9472995.2,48347.26
12546,189,7.49,5.76,4.0,14.98,2737165.0,24203151.05,123880.97
8004,5954,3.99,2.96,192.0,7.98,1417727.0,9916770.26,50293.62
5612,17671,6.79,4.44,12.0,6.79,267.0,1824.18,9.46
10754,42971,14.99,9.73,21.0,59.96,553116.0,5665501.53,28720.52
9552,14493,9.29,6.41,12.0,9.29,1372841.0,10935817.3,55551.82
7153,23832,8.99,5.91,36.0,8.99,424427.0,3129071.59,15884.82
9165,22419,43.49,29.59,3.0,43.49,1077527.0,13210613.93,68054.7
7153,13990,12.99,8.44,15.0,25.98,424427.0,3129071.59,15884.82
4425,16425,7.99,5.36,1.0,7.99,2640411.0,27861690.02,144929.24
10754,20551,16.99,11.64,7.0,118.92999999999999,553116.0,5665501.53,28720.52
516,7375,5.99,3.97,91.0,179.70000000000002,228103.0,1628866.68,8510.41
10754,15902,92.99,62.41,100.0,4742.49,553116.0,5665501.53,28720.52
3960,3828,5.99,4.75,92.0,89.85000000000001,5459788.0,50959796.85,257032.07
9552,10937,89.99,61.64,15.0,899.9,1372841.0,10935817.3,55551.82
9165,17864,11.99,7.89,2.0,11.99,1077527.0,13210613.93,68054.7
7153,17869,11.99,8.1,7.0,83.93,424427.0,3129071.59,15884.82
7153,20527,9.99,6.89,12.0,9.99,424427.0,3129071.59,15884.82
653,22500,19.99,13.69,12.0,59.97,154092.0,1529682.04,8014.9800000000005
1650,23484,13.99,9.45,1.0,13.99,3320.0,42554.340000000004,211.97
1392,29207,8.49,5.78,13.0,93.39,2325892.0,15573917.9,79528.99
1128,2423,12.99,8.49,18.0,12.99,1006122.0,13529433.08,68601.68
1590,25801,27.99,18.79,16.0,139.95,187841.0,1365472.83,7259.75
653,13494,29.99,20.68,8.0,29.99,154092.0,1529682.04,8014.9800000000005
9552,22581,6.99,4.63,22.0,69.9,1372841.0,10935817.3,55551.82
7245,503,19.49,13.92,18.0,58.47,682042.0,7588029.9,38994.78
4425,13942,37.99,25.5,6.0,37.99,2640411.0,27861690.02,144929.24
9165,9359,249.99,179.85,5.0,249.99,1077527.0,13210613.93,68054.7
10754,16525,8.49,5.48,23.0,50.94,553116.0,5665501.53,28720.52
4692,22067,21.99,14.56,44.0,725.67,161002.0,1808146.33,9139.38
5612,22091,8.79,5.98,18.0,8.79,267.0,1824.18,9.46
5612,20537,8.99,5.8,48.0,35.96,267.0,1824.18,9.46
8112,40338,25.99,17.44,258.0,4266.23,427867.0,9472995.2,48347.26
90047,13592,13.99,9.39,12.0,13.99,26349.0,287189.9,1457.73
6280,24627,16.99,11.18,5.0,65.96,243.0,2966.31,15.26
1128,7700,11.99,9.22,4.0,47.96,1006122.0,13529433.08,68601.68
2000,13145,21.99,14.56,46.0,461.77,406875.0,3740617.38,19016.59
8673,14124,11.99,8.05,12.0,11.99,419822.0,3086650.7,15919.7
10754,15001,9.99,6.75,12.0,9.99,553116.0,5665501.53,28720.52
9552,16557,29.99,19.99,299.0,3962.6499999999996,1372841.0,10935817.3,55551.82
5612,17621,8.79,6.06,12.0,8.79,267.0,1824.18,9.46
5612,17887,3.79,2.56,12.0,3.79,267.0,1824.18,9.46
90024,21213,12.99,8.49,12.0,11.99,59428.0,548855.37,2802.64
7153,25001,55.99,37.08,4.0,55.99,424427.0,3129071.59,15884.82
4692,25091,31.99,22.06,24.0,63.98,161002.0,1808146.33,9139.38
1392,11373,7.99,5.15,36.0,93.88,2325892.0,15573917.9,79528.99
2000,13826,5.49,3.68,12.0,5.49,406875.0,3740617.38,19016.59
9552,17218,8.99,6.12,12.0,8.99,1372841.0,10935817.3,55551.82
7153,18556,13.99,9.65,,,424427.0,3129071.59,15884.82
5612,21499,6.99,4.6,24.0,6.99,267.0,1824.18,9.46
9744,33264,25.99,17.56,6.0,65.97,70932.0,759449.24,3999.93
6785,43429,9.99,6.66,12.0,9.99,375697.0,2693984.33,13605.41
4425,11216,11.99,8.16,6.0,11.99,2640411.0,27861690.02,144929.24
6785,15133,9.99,6.45,12.0,9.99,375697.0,2693984.33,13605.41
90010,18536,66.99,44.66,12.0,66.99,8530.0,102639.51,524.94
5612,20234,36.99,25.16,12.0,36.99,267.0,1824.18,9.46
9165,22038,24.99,16.89,52.0,254.89,1077527.0,13210613.93,68054.7
7255,23791,6.99,4.69,12.0,6.99,16493.0,128895.69,648.71
9165,24643,5.99,4.05,33.0,95.84,1077527.0,13210613.93,68054.7
7153,24913,22.99,15.75,6.0,22.99,424427.0,3129071.59,15884.82
1392,39650,19.99,13.07,12.0,15.99,2325892.0,15573917.9,79528.99
90047,16311,44.99,29.79,12.0,39.99,26349.0,287189.9,1457.73
4692,25449,349.99,231.78,3.0,349.99,161002.0,1808146.33,9139.38
4425,23663,12.99,8.49,264.0,480.63,2640411.0,27861690.02,144929.24
653,20165,18.99,12.25,3.0,37.98,154092.0,1529682.04,8014.9800000000005
9165,25288,79.99,52.62,14.0,799.9,1077527.0,13210613.93,68054.7
12546,3732,15.99,11.93,2480.0,25120.29,2737165.0,24203151.05,123880.97
12546,3737,15.99,12.4,2575.0,25296.18,2737165.0,24203151.05,123880.97
4425,14207,13.99,9.45,12.0,13.99,2640411.0,27861690.02,144929.24
9815,23471,3.29,2.12,59.0,69.09,888385.0,5258636.79,27100.41
1392,34746,11.99,7.74,36.0,133.88,2325892.0,15573917.9,79528.99
9744,18236,75.99,51.69,29.0,759.9,70932.0,759449.24,3999.93
9744,25630,40.99,26.17,470.0,5622.15,70932.0,759449.24,3999.93
90047,23843,72.99,48.02,12.0,72.99,26349.0,287189.9,1457.73
